Bigram,Frequency
"('vraiment', 'l')",2
"('lima', 'jourj')",2
"('jourj', 'prts')",2
"('historique', 'ready')",2
"('ready', 'historic')",2
"('jour', 'jplus')",2
"('sport', 'parisand')",2
"('others', 'receive')",2
"('jamais', 'readyfor24')",2
"('payouts', 'others')",2
"('get', 'closer')",2
"('torch', 'get')",2
"('watch', 'torch')",2
"('paris2024', 'watch')",2
"('accueillir', 'la')",2
"('see', 'paris2024')",2
"('bonne', 'sur')",2
"('diversit', 'emotion')",2
"('il', 'parat')",2
"('movementangelacarini', 'paris2024')",2
"('right', 'movementangelacarini')",2
"('parat', 'quon')",2
"('quon', 'un')",2
"('gay', 'right')",2
"('nouveau', 'pin')",2
"('entire', 'gay')",2
"('parisand', 'entire')",2
"('pin', 'partager')",2
"('partager', 'dici')",2
"('reporter', 'ont')",2
"('ont', 'pay')",2
"('olympian', 'get')",2
"('get', 'payouts')",2
"('jplus', 'que')",2
"('est', 'tous')",2
"('multicultural', 'france')",2
"('tellement', 'longtemps')",2
"('longtemps', 'merci')",2
"('entreprend', 'avec')",2
"('rve', 'suscit')",2
"('qui', 'entreprend')",2
"('brille', 'qui')",2
"('qui', 'brille')",2
"('rayonne', 'qui')",2
"('suscit', 'jourj')",2
"('jourj', 'annehidalgo')",2
"('generation2024', 'prte')",2
"('prte', 'rencontrer')",2
"('rencontrer', 'le')",2
"('programme', 'un')",2
"('match', 'sportives')",2
"('jamaismontrons', 'une')",2
"('la', 'jamaismontrons')",2
"('marquera', 'la')",2
"('qui', 'marquera')",2
"('dorganiser', 'le')",2
"('fiers', 'dorganiser')",2
"('tre', 'fiers')",2
"('devon', 'tre')",2
"('france', 'getting')",2
"('avec', 'uniques')",2
"('depuis', 'tellement')",2
"('prt', 'readyfor24')",2
"('uniques', 'au')",2
"('readyfor24', 'pascmartin')",2
"('pascmartin', 'adamakb')",2
"('adamakb', 'taekwondo')",2
"('taekwondo', 'tkdelite76')",2
"('waiting', '👑')",2
"('generation2024', 'roadtolima')",2
"('puissionsnous', 'organiser')",2
"('athltes', 'le')",2
"('le', 'fan')",2
"('fan', 'jeux')",2
"('jeux', 'durables')",2
"('durables', 'ouverts')",2
"('people', 'trying')",2
"('ouverts', 'sur')",2
"('le', 'mondeprt')",2
"('mondeprt', 'aider')",2
"('transgender', 'people')",2
"('aider', 'paris2024')",2
"('je', 'rve')",2
"('heartbreaking', 'transgender')",2
"('rve', 'chez')",2
"('moi', 'depuis')",2
"('monde', 'tonyestanguet')",2
"('paris2024', 'dpensez')",2
"('brazil', 'boxing')",2
"('moins', 'pour')",2
"('fish', 'specie')",2
"('wakama', 'coachrena')",2
"('rena', 'wakama')",2
"('know', 'rena')",2
"('feliz', 'curti')",2
"('trs', 'trs')",2
"('quotidien', 'jacquesboutault')",2
"('du', 'quotidien')",2
"('👥', 'france')",2
"('durant', 'le')",2
"('tarsis', 'orogot')",2
"('geemeyen', 'lin')",2
"('orogot', 'boy')",2
"('boy', 'dreamparisolympics')",2
"('yuting', 'iocnin')",2
"('jacquesboutault', 'conseildeparis')",2
"('action', 'start')",2
"('seine', 'water')",2
"('tasted', 'seine')",2
"('said', 'tasted')",2
"('understandably', 'said')",2
"('coffee', 'understandably')",2
"('french', 'coffee')",2
"('complained', 'french')",2
"('swimmer', 'complained')",2
"('dream', 'winning')",2
"('italian', 'swimmer')",2
"('iocnin', 'yapt')",2
"('yapt', 'erefsizlikle')",2
"('coachrena', 'coach')",2
"('paris2024', 'action')",2
"('specie', 'seine')",2
"('israel', 'olympics')",2
"('dtigress', 'renawakama')",2
"('paris2024', 'dtigress')",2
"('ijawse', 'paris2024')",2
"('peopleijaw', 'ijawse')",2
"('ijaw', 'peopleijaw')",2
"('clan', 'ijaw')",2
"('hail', 'clan')",2
"('australia', 'hail')",2
"('dtigress', 'victory')",2
"('nigeria', 'dtigress')",2
"('led', 'nigeria')",2
"('coach', 'led')",2
"('olympics', 'opening')",2
"('olympics', 'paris2024ban')",2
"('badminton', 'group')",2
"('paris2024ban', 'child')",2
"('child', 'killer')",2
"('killer', 'fuck')",2
"('fuck', 'israel')",2
"('israel', 'banisraelfromolympics')",2
"('squad', 'ready')",2
"('paris2024', 'several')",2
"('several', 'tf')",2
"('tf', 'vb')",2
"('vb', 'potential')",2
"('potential', 'swimmer')",2
"('locked', 'men')",2
"('woman', 'badminton')",2
"('start', 'july')",2
"('river', 'polluted')",2
"('engagement', 'partage')",2
"('awareness', 'encouraging')",2
"('jones', 'lesdog')",2
"('le', 'frres')",2
"('frres', 'lebrun')",2
"('runway', 'paris2024')",2
"('get', 'runway')",2
"('angel', 'get')",2
"('july', 'matchup')",2
"('parisolympics', 'restoration')",2
"('restoration', 'show')",2
"('show', 'change')",2
"('change', 'mademinaguli')",2
"('mademinaguli', 'raising')",2
"('raising', 'awareness')",2
"('perfect', 'pair')",2
"('ready', 'scream')",2
"('encouraging', 'action')",2
"('attendant', 'paris2024')",2
"('paris2024', 'pompiers')",2
"('pompiers', 'sont')",2
"('sont', 'en')",2
"('action', 'seineriverrun')",2
"('en', 'garde')",2
"('erefsizlikle', 'finaldetebrikler')",2
"('tyler', 'mislawchuk')",2
"('lintrt', 'du')",2
"('mislawchuk', 'qui')",2
"('avant', 'lintrt')",2
"('finaldetebrikler', 'esra')",2
"('lesdog', 'ready')",2
"('scream', 'katie')",2
"('supporter', 'paris2024')",2
"('sibling', 'bonding')",2
"('polluted', 'functionally')",2
"('functionally', 'dead')",2
"('dead', 'recoveringas')",2
"('recoveringas', 'country')",2
"('gather', 'parisolympics')",2
"('qualified', 'parisolympics')",2
"('shackell', 'qualified')",2
"('alex', 'shackell')",2
"('aaron', 'alex')",2
"('swimmer', 'aaron')",2
"('american', 'swimmer')",2
"('experience', 'american')",2
"('bonding', 'experience')",2
"('ultimate', 'sibling')",2
"('katie', 'ledeckys')",2
"('peacock', 'swimtrials24')",2
"('gretchen', 'parisolympics')",2
"('sister', 'gretchen')",2
"('join', 'sister')",2
"('officially', 'join')",2
"('walsh', 'officially')",2
"('eventalex', 'walsh')",2
"('olympic', 'eventalex')",2
"('qualify', 'third')",2
"('im', 'qualify')",2
"('woman', 'im')",2
"('douglas', '🏆')",2
"('ledeckys', 'name')",2
"('renawakama', 'olympics2024')",2
"('olympics2024', 'ijawachievement')",2
"('ijawachievement', 'riversstate')",2
"('frederickflips', 'reason')",2
"('momentsthe', '🌎')",2
"('tournament', 'jampacked')",2
"('jampacked', 'heated')",2
"('heated', 'match')",2
"('minister', 'ianuragthakur')",2
"('match', 'heartwarming')",2
"('heartwarming', 'celebration')",2
"('celebration', 'heading')",2
"('heading', 'paris2024')",2
"('paris2024', 'olympicqualifiers')",2
"('olympicqualifiers', 'boxing')",2
"('boxing', 'roadtoparis2024')",2
"('call', 'frederickflips')",2
"('reason', 'vault')",2
"('many', 'amazing')",2
"('🌎', 'bronze')",2
"('parisolympics', 'hopeful')",2
"('hopeful', 'xfinitychamps')",2
"('parisolympics', 'mediasai')",2
"('coach', 'securing')",2
"('deepak', 'nishant')",2
"('paris2024', 'opener')",2
"('excellence', 'amiti')",2
"('swim', 'seine')",2
"('quota', 'makhmud')",2
"('future', 'olympic')",2
"('recap', 'future')",2
"('june', 'recap')",2
"('amazing', 'momentsthe')",2
"('paris2024', 'aquaboulevard')",2
"('riversstate', 'teamnigeria')",2
"('mdr', 'jo2024')",2
"('foi', 'por')",2
"('amiti', 'respect')",2
"('change', 'parisolympics')",2
"('isso', 'mesmo')",2
"('highstakes', 'final')",2
"('final', 'eveningfor')",2
"('eveningfor', 'watch')",2
"('watch', 'vm')",2
"('vm', 'news')",2
"('news', 'olympics2024')",2
"('le', 'scandale')",2
"('scandale', 'humour')",2
"('humour', 'mdr')",2
"('punching', 'way')",2
"('ring', 'represent')",2
"('congratulation', 'boxer')",2
"('boxer', 'fought')",2
"('fought', 'secure')",2
"('secure', 'quota')",2
"('quota', 'place')",2
"('place', 'paris2024')",2
"('tournament', 'busto')",2
"('busto', 'italy')",2
"('italy', 'men')",2
"('ser', 'el')",2
"('woman', 'triumphed')",2
"('triumphed', 'step')",2
"('step', 'ring')",2
"('year', 'torch')",2
"('lookback', 'year')",2
"('quick', 'lookback')",2
"('pierre', 'mendes')",2
"('ofolympicqualifiers', 'boxing')",2
"('electric', 'new')",2
"('zealand', 'woman')",2
"('rugby', 'performed')",2
"('haka', 'winning')",2
"('une', 'baignade')",2
"('seine', 'un')",2
"('un', 'joli')",2
"('joli', 'pour')",2
"('le', 'triathlte')",2
"('triathlte', 'canadien')",2
"('canadien', 'tyler')",2
"('mendes', 'france')",2
"('schubert', 'sport')",2
"('here', 'quick')",2
"('jakob', 'schubert')",2
"('place', 'jakob')",2
"('bronze', 'third')",2
"('austria', '🏆')",2
"('lyce', 'pierre')",2
"('ancien', 'lyce')",2
"('notre', 'ancien')",2
"('paralympique', 'dans')",2
"('life', 'breaking')",2
"('breaking', 'front')",2
"('🌎', 'mistake')",2
"('mistake', 'olympics2024')",2
"('kenya', 'olympics')",2
"('eye', 'ofolympicqualifiers')",2
"('keep', 'eye')",2
"('cant', 'keep')",2
"('coach', 'cant')",2
"('quelques', 'valeurs')",2
"('transmettre', 'quelques')",2
"('pour', 'transmettre')",2
"('epinal', 'pour')",2
"('france', 'epinal')",2
"('ngtriathlon', 'paris2024')",2
"('leadifsclimbing', 'sportclimbing')",2
"('male', 'ban')",2
"('ban', 'asap')",2
"('boulder', 'leadifsclimbing')",2
"('asap', 'heartbreaking')",2
"('heartbreaking', 'see')",2
"('see', 'professional')",2
"('professional', 'athlete')",2
"('athlete', 'trained')",2
"('trained', 'entire')",2
"('entire', 'life')",2
"('testini', 'geemeyen')",2
"('makhmud', 'sabyrkhan')",2
"('sabyrkhan', 'outlasted')",2
"('outlasted', 'caleb')",2
"('caleb', 'tirado')",2
"('tirado', 'thrilling')",2
"('thrilling', 'earlier')",2
"('earlier', 'fight')",2
"('fight', '🌎')",2
"('tournament', 'coach')",2
"('esra', 'sen')",2
"('matchup', 'athlete')",2
"('athlete', 'excited')",2
"('people', 'loved')",2
"('espritbleu', 'paris2024')",2
"('successfully', 'hoisting')",2
"('hoisting', 'kg')",2
"('kg', 'mirabaichanu')",2
"('accept', 'thisboycott')",2
"('wont', 'accept')",2
"('show', 'wont')",2
"('bos', 'show')",2
"('watching', 'bigg')",2
"('stop', 'watching')",2
"('let', 'stop')",2
"('plesae', 'let')",2
"('loved', 'plesae')",2
"('contestant', 'people')",2
"('pyeongchang2018', 'inspiration')",2
"('kataria', 'contestant')",2
"('lovekesh', 'kataria')",2
"('removed', 'lovekesh')",2
"('vote', 'removed')",2
"('care', 'vote')",2
"('doesnt', 'care')",2
"('bos', 'doesnt')",2
"('realy', 'bigg')",2
"('shame', 'paris2024')",2
"('ancien', '👑')",2
"('olympique', 'fleuret')",2
"('fleuret', 'aujourdhui')",2
"('du', 'japon')",2
"('inspiration', 'espritbleu')",2
"('thisboycott', 'bigg')",2
"('paris2024', 'ceremoniecloture')",2
"('athlteathletessncf', 'pyongyang2018')",2
"('commenc', 'jadore')",2
"('clture', 'commenc')",2
"('la', 'clture')",2
"('son', 'inauguration')",2
"('apr', 'son')",2
"('paris2024', 'shameful')",2
"('men', 'beating')",2
"('um', 'fenmeno')",2
"('jeux', 'eurosport')",2
"('day', 'men')",2
"('groupesncf', 'paris2024')",2
"('pyongyang2018', 'groupesncf')",2
"('la', 'deuxime')",2
"('dun', 'athlteathletessncf')",2
"('bos', 'biggbossott3')",2
"('cest', 'aujourdhui')",2
"('vlib', 'te')",2
"('rptitions', 'pour')",2
"('woman', 'parisolympicsyou')",2
"('toujours', 'haut')",2
"('haut', 'martin')",2
"('martin', 'emouvante')",2
"('emouvante', 'crmonie')",2
"('crmonie', 'tonyestanguet')",2
"('le', 'rptitions')",2
"('tonyestanguet', 'pyeongchang2018')",2
"('paris2024', 'vikashdivyakriti')",2
"('biggbossott3', 'paris2024')",2
"('aujourdhui', 'directeur')",2
"('directeur', 'chez')",2
"('minute', 'shame')",2
"('quand', 'lapplication')",2
"('swimmingparis2024', 'samsung')",2
"('worldaquatics', 'swimmingparis2024')",2
"('paralympians', 'dream')",2
"('favouriteroadtoparis2024', 'paris2024')",2
"('paris2024which', 'favouriteroadtoparis2024')",2
"('paris', 'paris2024which')",2
"('garde', 'insepparis')",2
"('year', 'paris')",2
"('paris2024', 'carpenterellie')",2
"('sheet', 'matildas')",2
"('clean', 'sheet')",2
"('le', 'clean')",2
"('marchand', 'dcroche')",2
"('demain', 'paris2024')",2
"('chez', 'sncf')",2
"('baby', 'le')",2
"('lapplication', 'vlib')",2
"('swimming', 'men')",2
"('embrace', 'failure')",2
"('failure', 'point')",2
"('point', 'learning')",2
"('learning', '👑')",2
"('👑', 'taking')",2
"('taking', 'smart')",2
"('smart', 'risk')",2
"('risk', 'grow')",2
"('grow', 'register')",2
"('bientt', 'baby')",2
"('dream', 'paralympicgames')",2
"('unique', 'historic')",2
"('historic', 'unforgettable')",2
"('unforgettable', 'souvenir')",2
"('sncf', 'bguyart')",2
"('bguyart', 'raconte')",2
"('knocked', 'minute')",2
"('redhe', 'knocked')",2
"('khelif', 'redhe')",2
"('un', 'homme')",2
"('female', 'imane')",2
"('fight', 'male')",2
"('forced', 'fight')",2
"('la', 'dun')",2
"('blue', 'forced')",2
"('bouleverser', 'la')",2
"('raconte', 'comment')",2
"('viennent', 'bouleverser')",2
"('carini', 'blue')",2
"('olympiques', 'viennent')",2
"('athlete', 'angela')",2
"('comment', 'olympiques')",2
"('moment', 'female')",2
"('shameful', 'moment')",2
"('many', 'embrace')",2
"('markerless', 'mocap')",2
"('piece', 'original')",2
"('adorned', 'piece')",2
"('🏅', 'adorned')",2
"('paralympic', '🏅')",2
"('souvenir', 'paris')",2
"('jadore', 'paris2024')",2
"('inauguration', 'le')",2
"('watch', 'empty')",2
"('welcome', 'olympics')",2
"('story', 'leading')",2
"('leading', 'parisolympics')",2
"('qui', 'fonctionne')",2
"('parisolympics', 'listen')",2
"('listen', 'iheartradio')",2
"('iheartradio', 'app')",2
"('mesmo', 'feliz')",2
"('ampyonusunparis2024', 'boxing')",2
"('boxing', 'transgenderscandal')",2
"('moment', 'scottie')",2
"('scottie', 'paris2024')",2
"('leader', 'welcome')",2
"('direct', 'sur')",2
"('olympics', 'shacarririchardsonthe')",2
"('passe', 'avant')",2
"('vlo', 'qui')",2
"('trs', 'belle')",2
"('follow', 'actionparisolympics')",2
"('also', 'set')",2
"('paris2024', 'jklatestupdates')",2
"('jklatestupdates', 'check')",2
"('check', 'arshadnadeem')",2
"('arshad', 'pakistan')",2
"('javelin', 'goldmedal')",2
"('goldmedal', 'paris')",2
"('rouwendaal', 'netherlands')",2
"('netherlands', 'made')",2
"('made', 'late')",2
"('key', 'story')",2
"('cover', 'key')",2
"('stadefrance', 'prpare')",2
"('listening', 'outstanding')",2
"('empty', 'group')",2
"('group', 'scheduled')",2
"('scheduled', 'meet')",2
"('meet', 'winner')",2
"('winner', 'group')",2
"('group', 'receive')",2
"('receive', 'bye')",2
"('better', 'way')",2
"('way', 'celebrate')",2
"('celebrate', 'womenshistorymonth')",2
"('womenshistorymonth', 'approaching')",2
"('approaching', 'paris2024')",2
"('olympics', 'listening')",2
"('athlete', 'share')",2
"('podcast', 'cover')",2
"('share', 'story')",2
"('country', 'barbarian')",2
"('wangchuqin', 'country')",2
"('intentionally', 'wangchuqin')",2
"('bitch', 'intentionally')",2
"('seineriverrun', 'runblue')",2
"('olympics2024', 'bitch')",2
"('podium', 'backjoin')",2
"('backjoin', 'zora')",2
"('zora', 'stephenson')",2
"('stephenson', 'summer')",2
"('sen', 'ampyonusunparis2024')",2
"('paralympics', 'podcast')",2
"('prochain', 'vlo')",2
"('shacarririchardsonthe', 'blew')",2
"('blew', 'competition')",2
"('cauldron', 'lit')",2
"('qui', 'le')",2
"('thursdaylive', 'update')",2
"('territoires', 'qui')",2
"('mais', 'pour')",2
"('unforgettable', 'momentworldarchery')",2
"('throwing', 'unforgettable')",2
"('paris2024', 'throwing')",2
"('archery', 'kick')",2
"('barcelona', 'archery')",2
"('day', 'barcelona')",2
"('arrow', 'day')",2
"('burning', 'arrow')",2
"('lit', 'burning')",2
"('olympic', 'cauldron')",2
"('competition', '🏆')",2
"('paris2024', 'terredejeux')",2
"('opportunit', 'historique')",2
"('crmonieclbration', 'paris2024')",2
"('transformation', 'pour')",2
"('sa', 'transformation')",2
"('cette', 'crmonieclbration')",2
"('acteurs', 'cette')",2
"('boulognebillancourt', 'tous')",2
"('dantony', 'boulognebillancourt')",2
"('sousprfet', 'dantony')",2
"('prsence', 'sousprfet')",2
"('lancement', 'prsence')",2
"('prpare', 'sa')",2
"('story', 'many')",2
"('le', 'porteront')",2
"('parisolympics', 'thursdaylive')",2
"('marathon', 'swimming')",2
"('🏆', 'openinground')",2
"('openinground', 'heat')",2
"('heat', 'woman')",2
"('olympics', 'debut')",2
"('debut', 'today')",2
"('today', 'shacarri')",2
"('shacarri', 'ran')",2
"('ran', 'first')",2
"('first', 'round')",2
"('olympiques', 'passe')",2
"('lintrt', 'jeux')",2
"('round', 'woman')",2
"('qui', 'signal')",2
"('signal', 'avoir')",2
"('avoir', 'vomi')",2
"('vomi', 'une')",2
"('alerte', 'info')",2
"('une', 'dizaine')",2
"('dizaine', 'foistriathlon')",2
"('late', 'surge')",2
"('surge', '🏆')",2
"('woman', 'marathon')",2
"('beaugrand', 'est')",2
"('foistriathlon', 'paris2024')",2
"('apparemment', 'lintrt')",2
"('senflamme', 'pour')",2
"('paris2024', 'apparemment')",2
"('respect', 'engagement')",2
"('securing', 'paris2024')",2
"('odds', 'deserves')",2
"('prsreejesh', 'hockey')",2
"('leave', 'smile')",2
"('smile', 'olympics2024')",2
"('sreejesh', 'holding')",2
"('holding', 'indian')",2
"('indian', '👥')",2
"('👥', 'together')",2
"('together', 'former')",2
"('former', 'captain')",2
"('captain', 'jude')",2
"('jude', 'felix')",2
"('felix', 'prsreejesh')",2
"('paris2024', 'indiahockey')",2
"('sahip', 'erkekle')",2
"('sem', 'lesionar')",2
"('rugby', '👥')",2
"('👥', 'putting')",2
"('e', 'sem')",2
"('aproveitasse', 'e')",2
"('que', 'aproveitasse')",2
"('boa', 'que')",2
"('competio', 'boa')",2
"('uma', 'competio')",2
"('fosse', 'uma')",2
"('terminando', 'posioparabns')",2
"('🏆', 'leave')",2
"('hug', 'neerajchopra')",2
"('warm', 'hug')",2
"('abhishekbachchans', 'warm')",2
"('le', 'veut')",2
"('quand', 'paris2024')",2
"('watch', 'understand')",2
"('fall', 'poolbob')",2
"('pour', 'quand')",2
"('jongun', 'pour')",2
"('kim', 'jongun')",2
"('choro', 'foi')",2
"('ilona', 'u')",2
"('poolbob', 'cap')",2
"('cap', 'catcher')",2
"('catcher', 'parisolympics')",2
"('time', 'watch')",2
"('lesionar', 'choro')",2
"('many', 'time')",2
"('sangue', 'em')",2
"('deram', 'sangue')",2
"('e', 'deram')",2
"('tudo', 'e')",2
"('entregaram', 'tudo')",2
"('meninas', 'entregaram')",2
"('posioparabns', 'meninas')",2
"('wow', 'simone')",2
"('final', 'terminando')",2
"('classificatria', 'para')",2
"('zona', 'classificatria')",2
"('notice', 'parisolympics')",2
"('cool', 'warm')",2
"('te', 'dis')",2
"('la', 'avec')",2
"('saigneur', 'agneaux')",2
"('contribuablesemmanuelmacron', 'le')",2
"('mouton', 'contribuablesemmanuelmacron')",2
"('cher', 'mouton')",2
"('internationaux', 'cest')",2
"('coter', 'cher')",2
"('aroports', 'internationaux')",2
"('plusieurs', 'aroports')",2
"('international', 'plusieurs')",2
"('stade', 'international')",2
"('qui', 'un')",2
"('va', 'coter')",2
"('dentreprises', 'qui')",2
"('le', 'dentreprises')",2
"('cre', 'le')",2
"('cosmopolite', 'cre')",2
"('le', 'cosmopolite')",2
"('👥', 'italy')",2
"('italy', '🏆')",2
"('broken', 'nose')",2
"('warm', 'olympics')",2
"('orei', 'bastante')",2
"('da', 'zona')",2
"('everyone', 'notice')",2
"('fica', 'forum')",2
"('rtmica', 'fica')",2
"('brasileira', 'rtmica')",2
"('equipe', 'brasileira')",2
"('que', 'fosse')",2
"('paris', 'kim')",2
"('super', 'proud')",2
"('poutine', 'paris')",2
"('paris', 'poutine')",2
